id,revol_bal,total_pymnt,last_pymnt_d,last_pymnt_amnt
467056,4815,7859.907742,Jan-13,15.3
467078,4779,13625.50825,Apr-12,3356.62
467099,8118,17157.69205,Dec-12,521.61
467145,17267,10561.69898,Oct-12,888.43
467154,4659,4914.392561,Mar-11,2918.44
467182,31141,3243.67,Jul-10,397.15
467219,0,296.23,Jun-10,122
467256,14581,7666.435057,Dec-12,223.87
467274,22093,21177.72371,Jul-12,3467.22
467282,17109,17900.70528,Jan-12,5744.65
467292,2367,392.95,Jan-10,173.23
467302,6453,5719.18047,Dec-12,171.02
467304,20385,5619.647691,Dec-12,158.35
467310,1366,3632.631278,Dec-12,103.8
467316,4434,5437.562534,Sep-10,4093.91
467321,2456,4275.763171,Mar-12,654.57
467359,9943,10669.91386,Dec-12,310.29
467364,7404,29216.79188,Dec-12,864.02
467387,0,19356.54011,Sep-11,1322.87
467564,3629,20584.0758,Dec-12,578.93
467572,9470,11917.6922,Feb-12,3514.43
467583,27735,1995.18,Jul-10,333
467601,5365,18801.85832,Dec-12,527.68
467634,0,4427.6,Jan-11,225.2
467657,14822,1350.12,Apr-10,338.01
467659,1821,7277.648024,Jul-10,7.68
467660,12609,17759.03639,Jun-12,3885.59
467679,57542,5694.731054,Dec-12,76.6
467690,7044,16533.03053,Dec-12,460.76
467713,3971,9637.7,Aug-12,310.28
467716,4806,11023.88526,Mar-12,3250.93
467735,17768,12342.93126,Mar-12,3294.24
467760,4167,10176.71169,Feb-12,3006.51
467762,966,12350.42976,Dec-12,369.21
467770,11147,12595.69477,Dec-12,370.08
467811,12115,15361.96729,Dec-12,452.88
467830,4022,8941.247589,Mar-11,4307.61
467846,0,3122.670752,Aug-12,425.44
467851,4877,13196.37777,Jul-12,2173.06
467857,23369,18108.92774,Sep-12,2480.25
467871,8039,10171.39086,Dec-12,290.58
467881,1847,15479.78186,May-12,3357.84
467890,20531,7301.471694,Dec-12,215.86
467930,17506,21535.92619,Aug-11,9692.8
467938,2177,5962.501316,Nov-12,351.31
467940,9519,10234.66745,Dec-12,67.06
467951,543,3543.271491,Dec-12,99.35
467968,32484,25603.65199,Mar-10,24742.65
467969,6683,6606.4,Oct-10,599.4
467971,21476,12229.69151,Dec-12,373.91
467986,5134,4400.36,Apr-11,359.76
467991,7786,7850.681452,Dec-10,9.13
467996,284,8535.136967,Dec-12,240.96
468011,18131,9978.237682,Dec-12,298.7
468024,1594,3248.387775,Jan-10,3248.92
468025,7739,5639.779382,Jan-12,1834.08
468026,43312,9686.869341,Dec-12,276.39
468045,4961,7309.196119,Oct-12,147.5
468057,3024,5234.937341,Jun-10,4575.39
468067,9993,7019.392648,Jan-12,13.4
468072,6273,12307.10298,Mar-11,127.69
468076,8661,4666.024146,Mar-12,692.22
468082,0,3144.477225,Jan-11,4.45
468097,2079,3263.67086,Apr-10,941.38
468101,490,1683.822492,Jul-10,0.35
468102,14878,2374.527466,May-11,1269.67
468106,9033,10021.0484,Jan-13,318.29
468111,4082,11601.57964,Mar-11,6729.99
468112,14103,6826.491541,Dec-12,198.29
468117,72682,22748.66387,Mar-11,14.01
468125,2041,3834.567823,Jan-13,116.76
468128,4202,1014.781742,Mar-10,983.25
468168,17069,1007.19,Jan-10,1007.35
468188,6890,6669.607638,Jan-13,201.47
468195,64394,21579.16522,Jan-13,618.67
468196,4365,13657.46356,Dec-10,9546.7
468200,9605,5966.4,Mar-11,250.34
468201,1113,29822.34338,Dec-12,883.09
468210,7473,9638.454225,Jan-13,285.35
468215,19048,29860.52765,Dec-11,10368.91
468257,8103,9015.473094,Jul-12,174.1
468261,7834,15507.94803,Dec-12,465.82
468274,7679,4577.652052,Jun-11,1427.08
468280,0,4841.144963,Jan-11,8.3
468315,2188,2730.6,Jul-11,151.93
468325,2890,11380.13789,Dec-12,320.55
468350,1641,1012.34,Mar-10,912.41
468366,1940,2922.210116,Jan-13,82.76
468378,18061,24698.38751,Jan-13,721.23
468396,9649,6607.343691,Dec-11,2517.5
468400,7729,10863.355,Oct-11,199.75
468409,3062,1230.5,Jun-10,350
468416,4809,13402.96962,Mar-11,2562.45
468463,3441,11810.43836,Jan-13,331.05
468494,8109,3650.507913,Jan-13,104.99
468507,43724,6442.00122,Jul-10,5223.86
468516,8873,5954.461152,Oct-12,670.03
468535,1781,2941.496148,Aug-12,481.87
468546,2032,14602.616,Jan-13,427.4
468550,1999,4605.43,Mar-12,364.68
468564,16799,19761.65769,Jan-13,596.45
468565,811,9880.889159,Jan-13,300.46
468566,32213,7752.88385,Aug-12,14.07
468575,714,4651.288992,May-12,1135.51
468586,0,17715.84322,Jan-13,496.77
468599,18003,17142.37164,Aug-12,2835.7
468601,12174,5565.483344,Mar-12,1664.98
468616,2271,3072.324019,Jan-13,88.76
468626,3449,1235.142984,Jan-13,37.47
468633,44084,5823.685878,Sep-11,2630.43
468680,12077,11438.39581,Jan-13,346.1
468706,13263,29919.99996,Oct-12,3307.04
468709,373,8397.574647,Dec-11,2907.34
468724,603,1007.2,Feb-10,1007.37
468735,21006,13107.61422,Oct-10,19.53
468738,29988,17847.03515,Dec-11,6669.26
468753,692,11149.82,Sep-11,540.32
468754,11117,14149.95061,Sep-11,7100.85
468758,1316,2402.076116,Jan-13,72.95
468777,11969,13833.29653,Jan-13,419.58
468791,4159,5901.984999,Jul-12,1130.42
468796,10241,23976.97881,Jan-13,691.15
468810,9956,13440.04329,Dec-11,5007.83
468812,21589,17606.42674,Jun-10,12529.95
468817,27016,5337.67,Nov-10,151.76
468826,3575,1027.6,Jun-10,0.24
468837,23,1007.2,Feb-10,1007.36
468866,3098,18526.24311,Jan-13,566.18
468874,2907,4046.180223,Jan-13,115.15
468885,1442,3586.11327,Mar-12,574
468892,2740,13726.15542,Jan-13,416.27
468894,23333,20252.02437,Jan-13,617.77
468904,22915,29523.69348,Mar-12,32.4
468909,4212,8401.648068,Sep-12,54.92
468920,37175,8920.54958,Jan-11,10.38
468945,9832,9683.473385,Dec-12,542.75
468960,12003,2672.304042,Apr-11,7.4
468980,1920,3166.013624,Feb-13,66.9
468987,13486,30335.41972,Oct-11,12782.3
468988,1498,3723.487938,Jan-13,106.82
468994,2041,2241.2,Apr-12,82.34
469002,86,11929.30084,Jan-13,363.48
469010,2077,2944.03,Apr-11,184.49
469025,6444,9543.295721,Apr-11,5612.48
469034,442,14275.43153,Jun-12,3101.85
469044,11028,10673.21839,Nov-10,7689.47
469047,8334,5590.756288,Jan-13,163.87
469056,9201,14166.97232,Jan-13,400.36
469061,660,3686.808793,Jan-13,107.78
469070,5338,5972.022898,Aug-11,835.19
469077,2917,8668.301447,May-11,4925.57
469094,9218,19823.53349,Jan-13,211.46
469107,7327,2988.2,Nov-10,299.43
469108,15122,17974.28019,May-12,4362.94
469109,1318,17479.33781,Dec-11,6494.51
469115,93597,24945.54997,Jan-13,743.4
469156,53860,6231.784385,Nov-12,302.55
469218,13719,16783.80012,Jan-13,481.39
469256,2182,7222.545535,Nov-12,611.47
469258,3855,6532.61813,Sep-11,1477.1
469289,8751,10643.94,Aug-12,339.69
469298,2387,1093.018322,Sep-11,504.19
469341,45340,6163.775244,Sep-12,854.67
469349,3990,1186.929521,Jan-13,36.3
469353,425,14005.84339,Jan-11,7773.74
469382,18115,13726.20137,Jan-13,416.32
469405,258,10898.73,Sep-12,27.39
469409,29,17820.6,Mar-11,541.4
469460,7937,13726.06688,Jan-13,411.49
469463,10433,20390.84599,May-11,11412.43
469471,2771,6205.976327,Jan-13,180.95
469524,6143,4355.57,Sep-11,230
469536,13580,31181.3811,Jan-13,908.07
469546,3768,5863.591149,Jun-12,1271.9
469552,26418,8500.1,Aug-11,201
469601,15333,1816.373371,Jan-13,52.11
469667,5802,1259.612577,Jan-13,38.57
469679,25641,18435.45689,Jan-13,535.85
469681,7353,16048.05525,Mar-12,32.59
469683,2217,211,Apr-10,49.46
469684,3722,8616.124601,Dec-11,3186.4
469700,8217,9638.575566,Jan-13,292.46
469708,27414,22983.36604,Apr-12,6230.35
469717,14800,20957.41003,Oct-15,216.2
469718,9298,12231.08064,Oct-11,5279.19
469721,10340,14794.21382,Jan-13,417.64
469728,4262,7510.929805,Jan-13,212.04
469743,4645,5367.055395,Jan-13,156.53
469752,10812,18686.00731,Jan-13,554.99
469759,1207,7086.240083,Jan-13,198.44
469762,0,29879.78251,Jan-13,882.81
469773,4,10403.11156,Jul-10,8822.68
469777,81023,19858.84453,Jan-13,571.48
469796,5464,1861.729945,Jan-13,53.32
469798,7352,11413.82727,Aug-11,5491.88
469807,48838,5723.643641,Jul-11,2896.52
469833,3187,10483.18927,Aug-10,8582.93
469850,31756,30383.13602,Dec-12,1686.5
469851,9304,8471.86904,Jul-10,7136.92
469860,379,1201.343235,Sep-12,166.74
469866,7392,6397.081545,Dec-10,7.23
469880,194,3664.79,Oct-12,110.64
469932,10308,10294.50581,Jan-13,306.94
469936,753,1071.986859,Mar-11,669.33
469937,2815,8508.679085,Nov-10,6234.05
469943,12878,15354.49433,Jan-13,432.09
469950,1562,5711.25,Feb-12,222.99
469953,182,12755.64719,Jul-12,2460.12
469964,30523,18882.67758,Aug-12,3121.09
469988,24166,17738.30004,Jul-12,3411.75
469996,17524,10156.52,Jan-12,31.74
470001,2177,2571.720389,Jan-13,74.56
470007,10681,5715.338871,Nov-12,482.09
470012,1146,25923.2672,May-10,23453.49
470015,298,24244.07,Feb-10,24244.51
470022,682,24237.29,Feb-10,24238.34
470024,255,24299.95,Feb-10,24300.29
470026,346,24237.06,Feb-10,24237.73
470027,14248,22863.33588,Feb-12,7250.25
470031,1809,4373.076235,Nov-10,3172.3
470039,7901,5719.275894,Jan-13,173.29
470041,0,3210.04,Oct-11,148.32
470060,47643,30243.18754,Nov-12,2514.7
470102,233,5994.25668,Jan-13,173.73
470104,273,2708.824855,May-11,1539.03
470108,5175,9931.211288,Nov-11,4034.51
470125,22180,27720.84452,Feb-11,18529.92
470131,2470,8578.787873,Jan-13,257.14
470134,1369,6546.73,Feb-10,6547.5
470136,9846,10897.57759,Jan-13,308.72
470142,9194,11775.17062,May-12,2849.03
470163,8016,10125.11464,May-11,5683.45
470185,5628,6684.988276,Jul-12,1293.63
470186,18813,17890.31905,Jan-13,529.77
470187,11705,15127.4072,Oct-12,485.9
470190,995,5843.75,Feb-10,5844.74
470194,9715,28513.12377,Feb-12,9146.46
470195,38139,29441.93743,Dec-12,2527.69
470224,10190,29421.54322,Feb-13,40.75
470232,18609,23275.85945,Feb-12,9357.74
470243,60376,23880.56162,Sep-10,722.99
470260,2097,28424.63588,Feb-12,9175.96
470264,656,29300.769,Jul-12,5561.77
470284,607,11347.70969,Apr-13,4725.35
470293,438,9970.038732,Jan-13,298.25
470305,28260,22928.17627,Jan-13,645.72
470362,298,21157.37,Feb-10,21158.61
470418,48787,28772.54999,Sep-11,13050.31
470428,1571,7086.346945,Jan-13,198.57
470433,14630,17449.72496,Jan-12,6096.7
470455,1965,3965.915032,Jan-13,120.78
470462,682,23227.22,Feb-10,23227.82
470560,7132,10809.40706,Jun-12,2338.06
470561,85303,6068.025794,Mar-12,1784.83
470562,255,20238.1,Feb-10,20238.73
470612,346,24237.05,Feb-10,24237.7
470697,5768,18984.79639,Dec-12,1074.57
470703,4987,5619.774287,Jan-13,159.71
470742,89277,5580.84444,May-12,366.29
470762,298,23233.8,Feb-10,23234.1
470812,682,21201.08,Feb-10,21201.51
470867,12741,5982.856087,Jan-13,172.45
470869,5016,9288.743833,Jan-12,10.41
470900,4805,3585.547306,Apr-12,962.94
470907,14092,16295.06971,Jan-13,457.98
470912,255,24299.66,Feb-10,24299.87
470962,346,20191.52,Feb-10,20192.04
471013,3444,8578.684827,Jan-13,254.22
471030,3567,26630.70959,Feb-11,17104.44
471032,2823,13425.52859,Feb-12,1928.68
471052,78024,4683.72,Aug-10,669.33
471062,5999,5994.238337,Jan-13,171.05
471113,42160,5171.06,Apr-11,316.11
471129,8989,12229.5722,Jan-13,369.72
471162,17816,24700.76797,Jan-13,726.09
471174,797,8344.138855,Jan-13,245.57
471184,12039,16951.93695,Jan-13,479.12
471186,6592,2997.119954,Jan-13,85.2
471207,8828,15663.9289,Jun-10,13697.39
471212,298,22217.2,Feb-10,22217.61
471262,682,23227.21,Feb-10,23227.91
471313,0,13418.4492,Aug-10,10984.91
471342,3153,24007.08371,Feb-12,8294.64
471358,4433,9768.408834,May-12,271.03
471360,8813,12580.19992,Nov-11,5124.43
471362,14626,2907.87251,Jan-13,84.73
471366,703,12054.10587,Oct-12,298.53
471369,22245,25554.5027,Jan-13,747.03
471391,5306,12344.81177,May-10,11204.3
471412,255,21249.83,Feb-10,21250.15
471462,346,24236.96,Feb-10,24237.51
471512,165,1014.733484,Mar-10,983.01
471517,6096,20360.39534,Mar-12,6084.09
471526,48,3769.19,Jul-12,200.8
471543,74927,17370.0774,Aug-11,8480.08
471556,8080,23563.90636,Dec-12,344.66
471567,6934,10996.96019,Jan-11,7359.12
471580,399,2970.199757,Sep-12,28.87
471601,8715,6298.971067,Mar-11,234.98
471603,13964,17283.16218,May-12,83.15
471606,739,10281.29824,Oct-12,1160.16
471662,298,24243.81,Feb-10,24244.03
471712,682,21201.06,Feb-10,21201.43
471762,255,21249.98,Feb-10,21250.57
471831,29682,11765.69343,Aug-12,1926.47
471847,4987,3013.018765,Feb-13,9.49
471850,1243,2471,Oct-12,168.16
471862,346,24236.81,Feb-10,24237.14
471912,298,21712.53,Feb-10,21713.32
471913,682,23025.16,Feb-10,23025.71
472016,19549,19859.42438,Jul-11,39.8
472062,255,23894.65,Feb-10,23894.85
472112,346,24741.88,Feb-10,24742.37
472163,7645,18142.15322,Apr-12,4897.97
472168,61034,11505.93695,Nov-11,4619.33
472179,808,17254.41805,Jun-12,4230.12
472180,64266,17718.62677,Jul-12,30.16
472197,9514,12048.12974,Jan-13,369.52
472212,298,21207.93,Feb-10,21209.16
472213,682,20999.16,Feb-10,20999.81
472214,255,28187.37045,Jan-13,793.17
472215,346,24236.99,Feb-10,24237.53
472303,26241,8476.231169,Jan-13,243.53
472309,16231,14131.90626,Nov-13,15.94
472332,1793,1760.64,Oct-10,175.79
472349,5081,23318.15489,Feb-13,735.92
472358,902,5269.644968,Jul-12,1014.51
472362,298,21005.35,Feb-10,21005.75
472363,682,21806.83,Feb-10,21807.52
472364,255,29309.81938,Jan-13,823.48
472365,346,28748.02924,Jan-13,831.12
472421,1942,3587.520017,Feb-13,108.92
472428,15449,16291.95799,Mar-13,474.9
472433,15543,12012.92276,Aug-10,1837.15
472454,4027,12157.35616,Nov-12,1019.59
472483,2606,6336.89,Feb-11,650.19
472505,666,8929.822716,Sep-12,1251.2
472516,6469,25951.4824,May-10,23473.88
472523,6601,1668.02,Jul-10,233.1
472531,31183,13313.14881,Mar-11,8196.87
472537,18463,11163.24319,Jan-13,344.55
472551,15598,12936.91,Apr-10,12937.67
472554,10274,11821.40516,Oct-11,86.01
472555,21557,20143.70439,Nov-12,641.37
472572,4429,11869.10185,Jan-13,355.91
472601,21914,29135.23023,May-12,7882.4
472631,6454,1816.373371,Jan-13,52.11
472634,0,2072.86,Nov-10,13
472636,3248,8900.302402,Jan-13,264.19
472637,3519,9538.399493,Dec-11,3633.76
472645,18620,17760.07174,Jan-12,6165.7
472668,46100,31123.50915,Jan-13,874.69
472717,8127,9292.917412,Feb-12,2996.35
472722,8471,7586.473798,Feb-13,25.68
472730,11529,11682.7963,May-11,6464.41
472744,4938,1006.22,Feb-10,1006.28
472753,7728,5994.410934,Jan-13,177.74
472760,1552,1009.49,Feb-10,1009.58
472781,13141,15807.04678,Jan-13,502.08
472788,1343,19147.02819,Feb-13,46.32
472791,12076,21795.65994,Jan-13,620.56
472795,2380,8471.308907,Aug-11,16.95
472802,3875,1825.288803,Jan-13,54.68
472809,0,6247.46516,Sep-12,854.69
472811,14592,11288.36222,Mar-11,7201.88
472830,74,29568.38187,Feb-12,9515.96
472837,26741,10354.73343,Jun-10,9089.9
472877,62689,19790.31636,Sep-11,4118.92
472894,12487,22047.58093,Feb-13,689.39
472908,11361,28222.73955,May-11,15835.51
472921,28735,19135.0522,Nov-12,609.01
472931,28882,22140.28723,Sep-10,17132.06
472938,7159,1298.22,Apr-10,333
472982,13160,7940.16,Oct-10,883.23
472986,19828,18155.33238,Jan-13,509.94
472989,1649,1196.64,Oct-10,133.2
473007,14099,10976.23941,Jan-13,329.07
473015,4941,6901.237007,Mar-11,4378.44
473022,60789,13463.80563,Jun-12,2933.06
473024,6469,24913.46409,Jun-10,12.87
473028,293,10119.83925,Apr-11,309.4
473071,0,4133.789844,Jan-13,115.93
473083,1085,6320.375708,Feb-12,2064.38
473085,391,9266.049156,Jan-12,3231.29
473133,31756,31336.36715,Jan-13,878.99
473161,2796,6634.890565,Feb-12,2175.81
473163,12730,19838.43743,Feb-13,40.25
473166,1815,2071.23,Jun-11,116.55
473168,1756,18986.21816,Jan-13,571.01
473179,17482,12326.38771,Feb-13,379.33
473198,3477,11163.7523,Oct-12,614.09
473203,6115,7827.246506,Jan-13,246.63
473229,3052,11239.49619,Jan-13,317.67
473236,19967,9406.86234,May-12,2304.25
473276,3258,8479.668515,Nov-10,5706.79
473333,9132,19477.60807,Apr-11,3418.15
473338,6382,9344.644016,Aug-11,4474.51
473342,4303,5063.222942,Jan-13,161.64
473344,17557,29822.6049,Jan-13,889.51
473367,7757,1903.986775,Nov-10,1384.36
473378,3862,9013.726218,Jun-11,4816.18
473381,16660,10986.43349,Feb-13,25.34
473383,68,29971.02539,Jan-13,859.82
473386,511,1006.27,Feb-10,1006.35
473390,27947,28141.5935,Nov-11,32.08
473403,0,7637.26,Nov-12,223.92
473404,31890,29629.57553,May-12,1090.55
473413,5124,6043.15,Feb-10,6043.84
473442,9129,16475.05556,Dec-10,11485.67
473447,951,10604.07476,Oct-10,8071.38
473462,18435,1011.97,Feb-10,1012.14
473481,5531,7521.22088,Jan-13,213.22
473486,6759,30974.20705,Jan-13,913.3
473488,15248,11011.84922,Dec-10,7674.52
473497,5324,6229.75,Jul-10,4279.55
473521,43615,11438.36868,Jan-13,343.55
473528,0,1504.44,Aug-11,50
473535,14541,6494.794665,Jan-11,4563.32
473569,9851,9608.265191,Jan-13,288.38
473578,16821,24337.29221,Jan-13,697.07
473580,74469,18525.94624,Jan-13,540.71
473626,14078,11929.51808,Jan-13,368.84
473637,9044,12506.52591,May-12,80.52
473653,4484,2982.481132,Jan-13,95.97
473657,14225,8427.462849,Jun-11,4727.77
473661,11574,9464.49,Dec-11,43.35
473665,51324,23304.6481,Oct-11,9938.76
473684,7449,11225.8578,Apr-13,334.94
473686,4588,23048.45932,May-11,12821.28
473701,34299,5421.651571,Mar-13,160.8
473709,44643,10136.95692,Dec-12,591.56
473710,5001,9320.9587,Jan-13,275.13
473722,9612,10554.55132,Oct-10,8621.25
473725,906,6914.402784,Jun-12,291.74
473726,8959,9377.178251,Feb-12,3042.76
473745,11999,3689.77,Oct-12,149.15
473762,3024,6134.905834,Jan-13,177.85
473781,2816,7172.543206,Nov-11,2913.62
473807,5326,5315.081913,Jan-13,149.65
473814,14882,27974.13036,Jan-13,1593.63
473818,21131,11119.42832,Oct-11,4799.81
473822,1461,16326.05826,Feb-12,5757.89
473825,27116,6630.122379,Aug-11,3218.01
473831,1580,5017.838337,Apr-12,1367.44
473841,14679,11386.73628,Feb-13,286.78
473843,19099,13284.83399,Feb-13,398.1
473847,20976,13787.95,Sep-11,689.51
473872,58222,1741.36,Mar-10,872.88
473875,92755,18344.45243,Jan-13,560.6
473891,32282,4185.6,Aug-10,3427.74
473896,784,5964.886144,Jan-13,188.75
473923,15934,1043.75,Jun-10,170.41
473938,63437,29071.77773,Jan-13,830.54
473942,1248,5174,Sep-10,1274.92
473948,3527,9880.710745,Jan-13,294.17
473972,17502,18108.51859,Oct-10,13686.58
473985,246,1777.061695,Dec-11,659.49
474006,444,11607.60433,Jun-12,1091.78
474007,50662,17715.61467,Jan-13,496.3
474032,5695,11831.87145,Feb-11,349.87
474047,12724,14781.56089,Aug-11,7107.15
474048,23860,24925.05243,Feb-13,729.85
474069,37,3596.712434,Jan-13,107.72
474075,13415,8613.978611,Nov-10,5245.12
474090,9505,12071.30237,Oct-10,9087.61
474117,15432,15909.9464,Jul-10,13389.27
474118,7191,24651.39431,Feb-12,6113.74
474121,2678,10578.25909,Apr-12,2878.45
474135,21111,30245.74345,Jan-13,871.1
474138,60184,26721.00781,Apr-12,3780.36
474139,531,3414.04689,Jan-13,96.24
474147,823,4111.14,Aug-10,106.06
474176,10750,9624.197218,Sep-12,402.98
474191,3450,6143.244389,Dec-12,347.92
474199,13782,13830.60569,Mar-12,4102.46
474202,0,2365.463606,Feb-12,764.48
474218,22737,22950.55656,May-11,714.71
474232,19639,3444,Aug-10,492.06
474235,14850,3105.747367,Oct-10,2320.25
474247,3168,9633.292835,May-12,2360.26
474251,11325,31453.73706,Nov-12,2635.7
474256,1604,7732.454279,Sep-12,1077.62
474259,19158,17186.37989,Mar-10,16615.85
474294,1557,10538.48865,May-12,252.14
474298,58974,25894.69717,Jan-13,737.84
474300,17757,13656.22601,Jan-13,385.19
474309,3322,6509.05968,Jul-11,1277.55
474330,7367,6710.648352,Dec-10,4644.88
474333,1454,80.86,,0
474337,139636,13649.16137,Mar-11,8333.58
474345,14917,16865.21088,Feb-11,22.99
474351,1737,4559.705827,Mar-11,2893.25
474368,20833,24702.29457,Jan-13,746.02
474373,0,7965.193116,Dec-12,444.34
474376,21229,19078.33894,Jan-13,559.71
474381,709,3338.682433,Aug-11,1574.41
474385,1405,6054.345915,Jan-13,172.42
474392,7986,3479.41,Aug-12,111.5
474393,22792,32210.4136,Jun-12,6906.79
474397,10602,403.34,Feb-10,403.6
474398,7633,7193.400671,Jan-13,203.79
474420,8458,17480.16326,Jan-13,491.09
474431,3276,9150.686817,Feb-13,273.5
474459,9107,10316.92741,Oct-11,4413.65
474462,14927,30396.75775,Jan-12,161.64
474463,1260,19468.5,Jul-12,55.76
474474,3221,1908.702308,Jan-13,60.81
474492,7610,8290.614346,Aug-10,9.76
474522,2522,21364.88089,Jan-13,625.86
474538,51669,29822.80327,Jan-13,892.85
474569,10141,12351.19013,Jan-13,377.69
474596,7241,12055.34353,Aug-12,1973.4
474607,1441,3621.248893,Aug-11,1801.07
474611,363,1985.12,Mar-11,200.56
474628,2656,11086.76006,Jan-12,3911.54
474632,14269,35656.67,Oct-15,1639.57
474634,8768,4910.428383,Jan-13,188.39
474646,24390,25569.90905,May-12,6128.81
474649,12356,11929.89187,Jan-13,379.47
474664,5920,8425.750613,Sep-12,2501.77
474679,15421,3596.527577,Jan-13,102.76
474687,918,5449.344448,Dec-10,3809.71
474725,19068,14218.21265,Nov-11,1060.13
474730,13736,5692.204643,Sep-12,797.93
474782,3594,6692.01512,Feb-13,193.32
474790,5236,8664.300507,Apr-12,247.04
474796,8332,10462.68595,Feb-16,174.26
474797,23152,12048.14464,Jan-13,372.22
474908,641,3068.85072,Apr-12,649.59
474981,0,31335.05924,Feb-13,874.9
474990,11179,23857.60572,Feb-13,697.95
475049,12375,11096.12947,Mar-11,7135.78
475066,35638,1915.06,Aug-10,274.45
475072,31183,7867.821528,Jan-13,224.1
475108,25768,8014.166879,Mar-11,5008.3
475121,37398,13218.45091,Mar-13,501.2
475165,6811,13253.35201,Jan-13,396.08
475176,5737,16594.75961,Feb-11,10673.42
475195,5744,14302.22538,Nov-12,1220.35
475220,15146,12054.40633,Jan-11,16.66
475251,11300,23510.80699,Mar-12,6986.36
475252,8249,10240.87446,Jan-13,306.17
475253,7186,10731.03,Oct-11,519.7
475255,0,21535.85431,Nov-10,6529.03
475261,6545,7382.379352,Nov-10,5432.83
475269,12231,3947.486104,Oct-12,440.32
475270,402,4103.693648,Nov-12,42.16
475275,5508,11156.85421,Jan-14,322.16
475281,441,4149.46,Oct-10,413.71
475297,19490,11438.57285,Jan-13,349.39
475301,5875,11239.58905,Feb-13,318.39
475307,1299,5377.400923,Mar-11,3349.87
475314,0,30421.96762,Jan-13,875.94
475322,23285,11658.68437,Apr-11,7048.54
475332,13843,28686.85565,Jan-13,833.48
475342,11738,7265.93,Sep-13,36.01
475348,17729,16530.8718,May-10,11.74
475351,11992,6863.033275,Jan-13,207.94
475405,1418,3995.21,Oct-12,120.67
475410,1177,5493.873423,Jul-12,1047.09
475432,46563,30244.85807,Aug-12,30.02
475455,12389,11798.75788,Feb-13,344
475456,12822,14386.36454,Jan-13,418.22
475460,10172,12411.63528,Jan-13,356.18
475463,17313,13778.11652,May-13,5903.02
475468,9274,9623.749794,Sep-10,4980.43
475492,22556,13418.60827,Dec-11,5077.58
475497,9523,5880.051993,Jun-11,3096.4
475522,5195,7853.521618,Nov-10,2.71
475524,15646,17052.97029,Nov-12,319.08
475527,15715,19698.56548,Feb-11,4331.66
475531,8763,6063.09,Mar-10,206.86
475541,14050,21208.87516,Feb-12,8477.18
475549,2775,1619.246066,Aug-10,1309.63
475565,26537,8549.01,Mar-12,328.87
475619,13757,1304.61,Jun-11,71.01
475642,105104,22450.64255,Jan-13,649.42
475646,13966,18343.70092,Jan-13,536.08
475648,3753,5723.614823,Jul-11,2897.23
475662,12593,10042.24,Dec-11,25.52
475715,5623,14870.15832,Jan-13,456.86
475718,5931,7157.759094,Jan-13,221.94
475731,1066,18320.25,Jul-11,275
475749,268,7727.497061,Apr-12,2320.05
475751,9474,28590.23937,Jul-12,3553.86
475768,57775,18162.62507,Jan-13,513.44
475784,17516,17661.64209,Mar-12,5688.39
475792,3375,2754.155151,Mar-13,79.89
475806,5940,8067.458254,Jan-13,230.37
475807,2663,5619.857929,Jan-13,159.84
475809,8644,6356.48,Nov-11,309.82
475820,15917,13275.77769,Aug-12,2185.21
475830,4691,3435.17,Sep-12,119.76
475832,4533,5795.438861,Apr-11,2958.89
475844,14707,16568.39079,Nov-12,333.01
475852,2592,10784.71724,May-12,2619.24
475860,2832,5368.145768,Feb-13,163.7
475868,4184,3227.83,Feb-13,51
475874,8851,5905.535665,Jan-13,166.09
475892,7990,5655.314083,Oct-11,53.56
475900,5626,3516.42042,Mar-12,1139.23
475929,5,10193.02576,Nov-10,7637.82
475957,1142,13108.74059,Jul-10,338.93
475958,48262,17893.0989,Jan-13,520.65
475960,28577,2154.02,Jun-10,415.74
475969,24235,3540.13,Mar-10,3540.4
475971,1621,10873.03009,Mar-11,6756.55
475974,5814,11151.29,Mar-10,11151.5
475985,21668,17376.29697,Jan-13,497.28
475991,10422,11727.21278,Jul-12,2543.84
475995,4162,7055.115161,Jun-12,1730.31
476022,8654,9412.738267,Aug-12,1541.84
476054,20602,14315.19903,Jan-13,436.7
476059,16964,1831.331682,Jun-12,444.72
476062,10695,6764.27,Nov-10,669.33
476073,7910,4566.52,Jun-11,267.74
476078,8829,9621.214733,Dec-10,6778.93
476080,15103,26539.06573,Nov-10,12.87
476083,12532,23487.65596,Jul-12,579.34
476088,7983,7568.704476,Feb-11,1135.79
476093,3619,6863.174429,Feb-13,209.36
476104,26215,29371.40421,Jan-13,835.8
476126,17012,1481.55,Jan-11,130.97
476142,6490,6625.37,Nov-11,27.4
476194,6228,7949.413561,Jan-13,248.75
476202,7479,5934.555487,Feb-13,178.6
476207,7345,24709.72993,Apr-10,23913.24
476238,7674,8267.651615,Jan-13,232.22
476248,377,7301.469566,Feb-13,217.61
476271,0,14869.99646,Feb-13,452.94
476273,3933,4538.779179,Aug-12,747.26
476275,5694,17773.69318,Feb-13,527.03
476297,167,10678.58,Jul-12,363.7
476319,4743,8793.514869,Mar-13,270.05
476321,4910,15112.76,Mar-10,15114.03
476332,120322,4724.274119,Jan-13,132.48
476343,32446,29970.73812,Feb-13,854.47
476369,0,7000.378184,Nov-11,2753.41
